features,k,n_samples,pos,neg,max_depth,min_samples_leaf,auc_loocv,acc_loocv,sens_loocv,spec_loocv,err
"duration_months,hba1c_pct,nis_ll,npsi,nf186_mean_nm",5,35,18,17,4,2,0.7320261437908496,0.7428571428571429,0.7777777777777778,0.7058823529411765,
"diabetes_type,snap_sural_nerve,nis_ll,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,2,0.7320261437908496,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"diabetes_type,snap_sural_nerve,nis_ll,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,2,0.7320261437908496,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,sas,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,sas,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,npsi,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,npsi,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,nis_ll,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,nis_ll,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,ienfd_per_mm,nf155_mean_nm",4,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,ienfd_per_mm,nf186_mean_nm",4,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,sas,ienfd_per_mm,nf155_mean_nm",4,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,sas,ienfd_per_mm,nf186_mean_nm",4,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,npsi,ienfd_per_mm,nf155_mean_nm",4,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,npsi,ienfd_per_mm,nf186_mean_nm",4,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,nis_ll,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,nis_ll,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7320261437908496,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,npsi,nf155_mean_nm",4,35,18,17,2,2,0.7303921568627452,0.8,0.8333333333333334,0.7647058823529411,
"sex,duration_months,npsi,nf186_mean_nm",4,35,18,17,2,2,0.7303921568627452,0.8,0.8333333333333334,0.7647058823529411,
"sex,snap_sural_nerve,nis_ll,npsi",4,35,18,17,3,2,0.7303921568627452,0.8,0.8333333333333334,0.7647058823529411,
"sex,duration_months,ienfd_per_mm",3,35,18,17,4,2,0.7303921568627452,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"sex,duration_months,sas,ienfd_per_mm",4,35,18,17,4,2,0.7303921568627452,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"sex,nis_ll,sas,ienfd_per_mm",4,35,18,17,4,2,0.7303921568627452,0.7142857142857143,0.8333333333333334,0.5882352941176471,
"sex,nis_ll,sas,npsi,ienfd_per_mm",5,35,18,17,4,2,0.7303921568627452,0.7142857142857143,0.8333333333333334,0.5882352941176471,
"sex,npsi,ienfd_per_mm",3,35,18,17,4,2,0.7303921568627452,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"nis_ll,sas,ienfd_per_mm",3,35,18,17,2,3,0.7303921568627452,0.6285714285714286,0.6666666666666666,0.5882352941176471,
"age,nis_ll,sas,npsi,ienfd_per_mm",5,35,18,17,2,3,0.7303921568627452,0.6285714285714286,0.6666666666666666,0.5882352941176471,
"sex,nis_ll,sas,npsi,ienfd_per_mm",5,35,18,17,2,3,0.7303921568627452,0.6285714285714286,0.6666666666666666,0.5882352941176471,
"sex,sas,ienfd_per_mm",3,35,18,17,3,3,0.7303921568627452,0.6,0.6111111111111112,0.5882352941176471,
"sas,npsi,ienfd_per_mm",3,35,18,17,3,3,0.7303921568627452,0.6,0.6111111111111112,0.5882352941176471,
"sex,sas,ienfd_per_mm",3,35,18,17,4,3,0.7303921568627452,0.6,0.6111111111111112,0.5882352941176471,
"sas,npsi,ienfd_per_mm",3,35,18,17,4,3,0.7303921568627452,0.6,0.6111111111111112,0.5882352941176471,
"sex,duration_months,ienfd_per_mm",3,35,18,17,2,4,0.7303921568627451,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm",4,35,18,17,2,4,0.7303921568627451,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"sex,duration_months,ienfd_per_mm",3,35,18,17,2,3,0.7303921568627451,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm",4,35,18,17,2,3,0.7303921568627451,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"sex,duration_months,ienfd_per_mm",3,35,18,17,2,2,0.7303921568627451,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm",4,35,18,17,2,2,0.7303921568627451,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"snap_sural_nerve,nis_ll,npsi,ienfd_per_mm",4,35,18,17,2,4,0.7303921568627451,0.8,0.8333333333333334,0.7647058823529411,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm",4,35,18,17,3,4,0.7303921568627451,0.8,0.8333333333333334,0.7647058823529411,
"snap_sural_nerve,npsi",2,35,18,17,4,2,0.7303921568627451,0.8,0.7777777777777778,0.8235294117647058,
"sex,snap_sural_nerve,npsi",3,35,18,17,4,2,0.7303921568627451,0.8,0.7777777777777778,0.8235294117647058,
"duration_months,sas,ienfd_per_mm,nf155_mean_nm",4,35,18,17,4,2,0.7303921568627451,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"duration_months,sas,ienfd_per_mm,nf186_mean_nm",4,35,18,17,4,2,0.7303921568627451,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,nis_ll,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7303921568627451,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"age,sex,duration_months,snap_sural_nerve,hba1c_pct",5,35,18,17,4,2,0.7303921568627451,0.6857142857142857,0.8333333333333334,0.5294117647058824,
"age,duration_months,snap_sural_nerve,hba1c_pct,ienfd_per_mm",5,35,18,17,4,2,0.7303921568627451,0.6857142857142857,0.8333333333333334,0.5294117647058824,
"age,sex,duration_months,snap_sural_nerve,hba1c_pct",5,35,18,17,3,2,0.7303921568627451,0.6285714285714286,0.7222222222222222,0.5294117647058824,
"age,duration_months,snap_sural_nerve,hba1c_pct,ienfd_per_mm",5,35,18,17,3,2,0.7303921568627451,0.6285714285714286,0.7222222222222222,0.5294117647058824,
"age,sex,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,2,0.730392156862745,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"age,sex,snap_sural_nerve,sas,nf155_mean_nm",5,35,18,17,4,2,0.730392156862745,0.6571428571428571,0.5555555555555556,0.7647058823529411,
"age,sex,snap_sural_nerve,sas,nf186_mean_nm",5,35,18,17,4,2,0.730392156862745,0.6571428571428571,0.5555555555555556,0.7647058823529411,
"duration_months,sas,npsi,nf155_mean_nm",4,35,18,17,3,2,0.730392156862745,0.6,0.5,0.7058823529411765,
"duration_months,sas,npsi,nf186_mean_nm",4,35,18,17,3,2,0.730392156862745,0.6,0.5,0.7058823529411765,
"duration_months,npsi,nf155_mean_nm,nf186_mean_nm",4,35,18,17,3,2,0.730392156862745,0.6,0.5,0.7058823529411765,
"sex,duration_months,sas,npsi,nf155_mean_nm",5,35,18,17,3,2,0.730392156862745,0.6,0.5,0.7058823529411765,
"sex,duration_months,sas,npsi,nf186_mean_nm",5,35,18,17,3,2,0.730392156862745,0.6,0.5,0.7058823529411765,
"age,duration_months,npsi,nf155_mean_nm,nf186_mean_nm",5,35,18,17,2,3,0.7287581699346406,0.8,0.8333333333333334,0.7647058823529411,
"duration_months,snap_sural_nerve,nis_ll,nf155_mean_nm,nf186_mean_nm",5,35,18,17,2,3,0.7287581699346406,0.8,0.8333333333333334,0.7647058823529411,
"duration_months,nis_ll,sas,nf155_mean_nm,nf186_mean_nm",5,35,18,17,2,3,0.7287581699346406,0.8,0.8333333333333334,0.7647058823529411,
"duration_months,nis_ll,npsi,nf155_mean_nm,nf186_mean_nm",5,35,18,17,2,3,0.7287581699346406,0.8,0.8333333333333334,0.7647058823529411,
"sex,duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm",5,35,18,17,4,2,0.7287581699346406,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"npsi,ienfd_per_mm",2,35,18,17,2,4,0.7287581699346406,0.7428571428571429,0.8888888888888888,0.5882352941176471,
"age,npsi,ienfd_per_mm",3,35,18,17,2,4,0.7287581699346406,0.7428571428571429,0.8888888888888888,0.5882352941176471,
"npsi,ienfd_per_mm",2,35,18,17,2,3,0.7287581699346406,0.7428571428571429,0.8888888888888888,0.5882352941176471,
"age,npsi,ienfd_per_mm",3,35,18,17,2,3,0.7287581699346406,0.7428571428571429,0.8888888888888888,0.5882352941176471,
"npsi,ienfd_per_mm",2,35,18,17,2,2,0.7287581699346406,0.7428571428571429,0.8888888888888888,0.5882352941176471,
"age,npsi,ienfd_per_mm",3,35,18,17,2,2,0.7287581699346406,0.7428571428571429,0.8888888888888888,0.5882352941176471,
"age,sex,snap_sural_nerve,nis_ll,npsi",5,35,18,17,3,3,0.7287581699346406,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"npsi,ienfd_per_mm",2,35,18,17,3,2,0.7287581699346406,0.7428571428571429,0.7777777777777778,0.7058823529411765,
"sex,duration_months,nis_ll,ienfd_per_mm",4,35,18,17,4,2,0.7287581699346406,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"age,duration_months,snap_sural_nerve,hba1c_pct,nf155_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"age,duration_months,snap_sural_nerve,hba1c_pct,nf186_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,snap_sural_nerve,hba1c_pct,nf155_mean_nm",4,35,18,17,4,2,0.7287581699346406,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,snap_sural_nerve,hba1c_pct,nf186_mean_nm",4,35,18,17,4,2,0.7287581699346406,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"age,duration_months,snap_sural_nerve,hba1c_pct,nf155_mean_nm",5,35,18,17,4,2,0.7287581699346406,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"age,duration_months,snap_sural_nerve,hba1c_pct,nf186_mean_nm",5,35,18,17,4,2,0.7287581699346406,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,snap_sural_nerve,hba1c_pct,nf155_mean_nm",5,35,18,17,4,2,0.7287581699346406,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"sex,duration_months,snap_sural_nerve,hba1c_pct,nf186_mean_nm",5,35,18,17,4,2,0.7287581699346406,0.7142857142857143,0.7222222222222222,0.7058823529411765,
"duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"sex,duration_months,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,snap_sural_nerve,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"age,sex,duration_months,hba1c_pct",4,35,18,17,3,2,0.7287581699346406,0.6571428571428571,0.7777777777777778,0.5294117647058824,
"age,duration_months,hba1c_pct,ienfd_per_mm",4,35,18,17,3,2,0.7287581699346406,0.6571428571428571,0.7777777777777778,0.5294117647058824,
"age,duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6571428571428571,0.6111111111111112,0.7058823529411765,
"age,duration_months,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,2,0.7287581699346406,0.6571428571428571,0.6111111111111112,0.7058823529411765,
"age,snap_sural_nerve,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,2,2,0.7287581699346405,0.8,0.8333333333333334,0.7647058823529411,
"age,snap_sural_nerve,sas,npsi",4,35,18,17,3,3,0.7287581699346405,0.8,0.7777777777777778,0.8235294117647058,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm",4,35,18,17,3,3,0.7287581699346405,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"duration_months,snap_sural_nerve,nis_ll,ienfd_per_mm",4,35,18,17,4,3,0.7287581699346405,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"duration_months,hba1c_pct,nis_ll,npsi",4,35,18,17,4,2,0.7287581699346405,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"age,duration_months,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",5,35,18,17,4,2,0.7287581699346405,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"duration_months,snap_sural_nerve,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,3,3,0.7287581699346405,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,hba1c_pct,nis_ll,npsi,ienfd_per_mm",5,35,18,17,3,3,0.7287581699346405,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,hba1c_pct,sas,npsi,ienfd_per_mm",5,35,18,17,3,3,0.7287581699346405,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,hba1c_pct,npsi",3,35,18,17,3,2,0.7287581699346405,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,hba1c_pct,sas,npsi",4,35,18,17,3,2,0.7287581699346405,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,sas,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,3,4,0.7287581699346405,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,sas,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,3,4,0.7287581699346405,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,hba1c_pct,npsi,ienfd_per_mm",4,35,18,17,3,3,0.7287581699346405,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"group,duration_months,hba1c_pct,npsi,nf155_mean_nm",5,35,18,17,3,2,0.7287581699346405,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"group,duration_months,hba1c_pct,npsi,nf186_mean_nm",5,35,18,17,3,2,0.7287581699346405,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"diabetes_type,duration_months,hba1c_pct,npsi,nf155_mean_nm",5,35,18,17,3,2,0.7287581699346405,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"diabetes_type,duration_months,hba1c_pct,npsi,nf186_mean_nm",5,35,18,17,3,2,0.7287581699346405,0.6857142857142857,0.6111111111111112,0.7647058823529411,
"duration_months,sas,npsi,ienfd_per_mm,nf155_mean_nm",5,35,18,17,4,4,0.7287581699346405,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"duration_months,sas,npsi,ienfd_per_mm,nf186_mean_nm",5,35,18,17,4,4,0.7287581699346405,0.6857142857142857,0.6666666666666666,0.7058823529411765,
"group,duration_months,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,2,4,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,duration_months,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,2,4,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,2,4,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,2,4,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,duration_months,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,2,3,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,duration_months,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,2,3,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,2,3,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,2,3,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,duration_months,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,2,2,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,duration_months,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,2,2,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,sas,ienfd_per_mm,nf155_mean_nm",5,35,18,17,2,2,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,duration_months,sas,ienfd_per_mm,nf186_mean_nm",5,35,18,17,2,2,0.7287581699346404,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"duration_months,snap_sural_nerve,hba1c_pct,nis_ll,npsi",5,35,18,17,4,4,0.7287581699346404,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"duration_months,snap_sural_nerve,hba1c_pct,sas,npsi",5,35,18,17,4,4,0.7287581699346404,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,duration_months,snap_sural_nerve",3,35,18,17,4,2,0.7287581699346404,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,duration_months,nis_ll,sas,ienfd_per_mm",5,35,18,17,3,2,0.7287581699346404,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"diabetes_type,duration_months,nis_ll,sas,ienfd_per_mm",5,35,18,17,3,2,0.7287581699346404,0.7428571428571429,0.7222222222222222,0.7647058823529411,
"duration_months,ienfd_per_mm,nf155_mean_nm",3,35,18,17,3,3,0.7287581699346404,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,ienfd_per_mm,nf186_mean_nm",3,35,18,17,3,3,0.7287581699346404,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"sex,duration_months,ienfd_per_mm,nf155_mean_nm",4,35,18,17,3,3,0.7287581699346404,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"sex,duration_months,ienfd_per_mm,nf186_mean_nm",4,35,18,17,3,3,0.7287581699346404,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"sex,duration_months,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,3,0.7287581699346404,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,3,0.7287581699346404,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,nis_ll,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,3,0.7287581699346404,0.7142857142857143,0.6666666666666666,0.7647058823529411,
"duration_months,sas,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",5,35,18,17,3,3,0.7287581699346404,0.7142857142857143,0.6666666666666666,0.7647058823529411,
