features,k,n,max_depth,min_leaf,auc_loocv,acc_loocv,sens,spec
"snap_sural_nerve,nis_ll,npsi,caspr1_mean_nm",4,32,1,3,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,nis_ll,ienfd_per_mm,caspr1_mean_nm",4,32,1,3,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,3,0.8421052631578947,0.90625,0.8421052631578947,1.0
"nis_ll,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,3,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sas,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,3,0.8421052631578947,0.90625,0.8421052631578947,1.0
caspr1_mean_nm,1,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,caspr1_mean_nm",2,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,caspr1_mean_nm",2,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,caspr1_mean_nm",2,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,caspr1_mean_nm",2,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"nis_ll,caspr1_mean_nm",2,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sas,caspr1_mean_nm",2,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"npsi,caspr1_mean_nm",2,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"ienfd_per_mm,caspr1_mean_nm",2,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,sex,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,hba1c_pct,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,snap_sural_nerve,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,nis_ll,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,sas,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,npsi,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,ienfd_per_mm,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,snap_sural_nerve,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,nis_ll,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,sas,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,npsi,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,ienfd_per_mm,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,snap_sural_nerve,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,nis_ll,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,sas,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,npsi,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,ienfd_per_mm,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,nis_ll,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,sas,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,npsi,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,ienfd_per_mm,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"nis_ll,sas,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"nis_ll,npsi,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"nis_ll,ienfd_per_mm,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"npsi,ienfd_per_mm,caspr1_mean_nm",3,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,sex,hba1c_pct,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,sex,snap_sural_nerve,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,sex,nis_ll,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,sex,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,sex,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,sex,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,hba1c_pct,snap_sural_nerve,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,hba1c_pct,nis_ll,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,hba1c_pct,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,hba1c_pct,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,hba1c_pct,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,snap_sural_nerve,nis_ll,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,snap_sural_nerve,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,snap_sural_nerve,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,snap_sural_nerve,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,nis_ll,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,nis_ll,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,nis_ll,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"age,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,snap_sural_nerve,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,nis_ll,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,snap_sural_nerve,nis_ll,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,snap_sural_nerve,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,snap_sural_nerve,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,snap_sural_nerve,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,nis_ll,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,nis_ll,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,nis_ll,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,snap_sural_nerve,nis_ll,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,snap_sural_nerve,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,snap_sural_nerve,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,snap_sural_nerve,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,nis_ll,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,nis_ll,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,nis_ll,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"hba1c_pct,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,nis_ll,sas,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,nis_ll,npsi,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,nis_ll,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"snap_sural_nerve,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"nis_ll,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sas,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,caspr1_mean_nm",3,32,2,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,nis_ll,caspr1_mean_nm",4,32,2,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
"sex,hba1c_pct,npsi,caspr1_mean_nm",4,32,2,2,0.8421052631578947,0.90625,0.8421052631578947,1.0
nf155_mean_nm,1,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
nf186_mean_nm,1,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nf155_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nf186_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,nf155_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,nf186_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,nf155_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,nf186_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,nf155_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,nf186_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,nf155_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,nf186_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"npsi,nf155_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"npsi,nf186_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"ienfd_per_mm,nf155_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"ienfd_per_mm,nf186_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nf155_mean_nm,nf186_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nf155_mean_nm,caspr1_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nf186_mean_nm,caspr1_mean_nm",2,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,npsi,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,npsi,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,ienfd_per_mm,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,ienfd_per_mm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,hba1c_pct,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,hba1c_pct,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,snap_sural_nerve,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,snap_sural_nerve,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,nis_ll,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,nis_ll,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,npsi,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,npsi,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,ienfd_per_mm,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,ienfd_per_mm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sex,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,snap_sural_nerve,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,snap_sural_nerve,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,nis_ll,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,nis_ll,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,npsi,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,npsi,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,ienfd_per_mm,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,ienfd_per_mm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"hba1c_pct,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,nis_ll,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,nis_ll,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,npsi,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,npsi,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"snap_sural_nerve,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,npsi,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,npsi,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,ienfd_per_mm,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,ienfd_per_mm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nis_ll,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sas,npsi,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sas,npsi,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sas,ienfd_per_mm,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sas,ienfd_per_mm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sas,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sas,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"sas,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"npsi,ienfd_per_mm,nf155_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"npsi,ienfd_per_mm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"npsi,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"npsi,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"npsi,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,hba1c_pct,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,hba1c_pct,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,snap_sural_nerve,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,snap_sural_nerve,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,nis_ll,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,nis_ll,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,npsi,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,npsi,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sex,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,snap_sural_nerve,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,snap_sural_nerve,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,nis_ll,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,nis_ll,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,npsi,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,npsi,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,hba1c_pct,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,nis_ll,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,nis_ll,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,npsi,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,npsi,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,snap_sural_nerve,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,npsi,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,npsi,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
"age,sas,npsi,nf155_mean_nm",4,32,1,4,0.8421052631578947,0.84375,0.8421052631578947,0.8461538461538461
